el,x,y,w,key,cartel,b,z,x1,text
tick,0.0,,,,,,,,$n = 10^{2}$
tick,1.0,,,,,,,,$10^{3}$
tick,2.0,,,,,,,,$10^{4}$
tick,3.0,,,,,,,,$10^{5}$
legend,,,,oracle,,,,,
legend,,,,midian,,,,,
legend,,,,midian_wo_defenses,,,,,
legend,,,,flat_probe_argmax_online,,,,,
legend,,,,best_learned,,,,,
legend,,,,best_bandit,,,,,
legend,,,,declared_argmax,,,,,
legend,,,,best_framework,,,,,
legend,,,,random,,,,,
