el,x,y,w,key,cartel,b,z,lo,hi,x1,text
whisker,-0.059722222222222225,0.7022999999999999,,,,,,0.6924431918621357,0.7121568081378642,,
bar,-0.035833333333333335,0.7805,0.022694444444444444,flat_probe_argmax_online,True,3.0,2.0,,,,
whisker,-0.035833333333333335,0.7805,,,,,,0.773182972674037,0.7878170273259629,,
bar,-0.011944444444444445,0.8006,0.022694444444444444,flat_probe_argmax_online,True,5.0,2.0,,,,
whisker,-0.011944444444444445,0.8006,,,,,,0.7938189807386926,0.8073810192613073,,
bar,0.011944444444444445,0.6150999999999999,0.022694444444444444,best_learned,False,1.0,2.0,,,,
whisker,0.011944444444444445,0.6150999999999999,,,,,,0.5999434465952475,0.6302565534047523,,
bar,0.035833333333333335,0.7375999999999999,0.022694444444444444,best_learned,False,3.0,2.0,,,,
whisker,0.035833333333333335,0.7375999999999999,,,,,,0.7261571953709862,0.7490428046290136,,
bar,0.059722222222222225,0.7788,0.022694444444444444,best_learned,False,5.0,2.0,,,,
whisker,0.059722222222222225,0.7788,,,,,,0.7686524222923236,0.7889475777076765,,
bar,0.08361111111111111,0.6150999999999999,0.022694444444444444,best_learned,True,1.0,2.0,,,,
whisker,0.08361111111111111,0.6150999999999999,,,,,,0.5999434465952475,0.6302565534047523,,
bar,0.10750000000000001,0.7375999999999999,0.022694444444444444,best_learned,True,3.0,2.0,,,,
whisker,0.10750000000000001,0.7375999999999999,,,,,,0.7261571953709862,0.7490428046290136,,
bar,0.1313888888888889,0.7788,0.022694444444444444,best_learned,True,5.0,2.0,,,,
whisker,0.1313888888888889,0.7788,,,,,,0.7686524222923236,0.7889475777076765,,
bar,0.1552777777777778,0.6881,0.022694444444444444,best_bandit,False,1.0,2.0,,,,
whisker,0.1552777777777778,0.6881,,,,,,0.6814878058776901,0.69471219412231,,
bar,0.17916666666666667,0.7524,0.022694444444444444,best_bandit,False,3.0,2.0,,,,
whisker,0.17916666666666667,0.7524,,,,,,0.7438739614513342,0.7609260385486657,,
bar,0.20305555555555557,0.7729000000000001,0.022694444444444444,best_bandit,False,5.0,2.0,,,,
whisker,0.20305555555555557,0.7729000000000001,,,,,,0.7636726854755389,0.7821273145244614,,
bar,0.22694444444444445,0.6798,0.022694444444444444,best_bandit,True,1.0,2.0,,,,
whisker,0.22694444444444445,0.6798,,,,,,0.670934586554731,0.6886654134452689,,
bar,0.25083333333333335,0.7524,0.022694444444444444,best_bandit,True,3.0,2.0,,,,
whisker,0.25083333333333335,0.7524,,,,,,0.7438739614513342,0.7609260385486657,,
bar,0.27472222222222226,0.7729000000000001,0.022694444444444444,best_bandit,True,5.0,2.0,,,,
whisker,0.27472222222222226,0.7729000000000001,,,,,,0.7636726854755389,0.7821273145244614,,
bar,0.2986111111111111,0.5991000000000002,0.022694444444444444,declared_argmax,False,,2.0,,,,
whisker,0.2986111111111111,0.5991000000000002,,,,,,0.5887834006464233,0.6094165993535771,,
bar,0.3225,0.5181,0.022694444444444444,declared_argmax,True,,2.0,,,,
whisker,0.3225,0.5181,,,,,,0.5001863490910176,0.5360136509089825,,
bar,0.3463888888888889,0.6111,0.022694444444444444,best_framework,False,,2.0,,,,
whisker,0.3463888888888889,0.6111,,,,,,0.5975759884320927,0.6246240115679073,,
bar,0.3702777777777778,0.5660999999999999,0.022694444444444444,best_framework,True,,2.0,,,,
whisker,0.3702777777777778,0.5660999999999999,,,,,,0.5548133805868285,0.5773866194131714,,
bar,0.39416666666666667,0.4258,0.022694444444444444,random,False,,2.0,,,,
whisker,0.39416666666666667,0.4258,,,,,,0.41670445774629744,0.4348955422537026,,
bar,0.41805555555555557,0.4258,0.022694444444444444,random,True,,2.0,,,,
whisker,0.41805555555555557,0.4258,,,,,,0.41670445774629744,0.4348955422537026,,
oracle,-0.46,0.8449,,,,,,,,0.46,
bar,0.5819444444444444,0.6913,0.022694444444444444,midian,False,1.0,2.0,,,,
whisker,0.5819444444444444,0.6913,,,,,,0.685524476935665,0.6970755230643351,,
bar,0.6058333333333333,0.8134,0.022694444444444444,midian,False,3.0,2.0,,,,
whisker,0.6058333333333333,0.8134,,,,,,0.809151601608972,0.817648398391028,,
bar,0.6297222222222222,0.8376999999999999,0.022694444444444444,midian,False,5.0,2.0,,,,
whisker,0.6297222222222222,0.8376999999999999,,,,,,0.8340301528944957,0.8413698471055041,,
bar,0.6536111111111111,0.6914,0.022694444444444444,midian,True,1.0,2.0,,,,
whisker,0.6536111111111111,0.6914,,,,,,0.6843917508923016,0.6984082491076984,,
bar,0.6775,0.8074,0.022694444444444444,midian,True,3.0,2.0,,,,
whisker,0.6775,0.8074,,,,,,0.8018859774715328,0.8129140225284672,,
bar,0.7013888888888888,0.8375,0.022694444444444444,midian,True,5.0,2.0,,,,
whisker,0.7013888888888888,0.8375,,,,,,0.8338599450553598,0.8411400549446403,,
bar,0.7252777777777777,0.6913,0.022694444444444444,midian_wo_defenses,False,1.0,2.0,,,,
whisker,0.7252777777777777,0.6913,,,,,,0.685524476935665,0.6970755230643351,,
bar,0.7491666666666666,0.7889833333333334,0.022694444444444444,midian_wo_defenses,False,3.0,2.0,,,,
whisker,0.7491666666666666,0.7889833333333334,,,,,,0.7876861353493857,0.791060531317281,,
bar,0.7730555555555556,0.8079000000000001,0.022694444444444444,midian_wo_defenses,False,5.0,2.0,,,,
whisker,0.7730555555555556,0.8079000000000001,,,,,,0.8050192207844251,0.810780779215575,,
bar,0.7969444444444445,0.6505,0.022694444444444444,midian_wo_defenses,True,1.0,2.0,,,,
whisker,0.7969444444444445,0.6505,,,,,,0.6384139658190859,0.662586034180914,,
bar,0.8208333333333333,0.7379166666666667,0.022694444444444444,midian_wo_defenses,True,3.0,2.0,,,,
whisker,0.8208333333333333,0.7379166666666667,,,,,,0.7312038058756178,0.7446295274577155,,
bar,0.8447222222222222,0.7658,0.022694444444444444,midian_wo_defenses,True,5.0,2.0,,,,
whisker,0.8447222222222222,0.7658,,,,,,0.7608383694436428,0.7707616305563573,,
bar,0.8686111111111111,0.686,0.022694444444444444,flat_probe_argmax_online,False,1.0,2.0,,,,
whisker,0.8686111111111111,0.686,,,,,,0.680424258893305,0.6915757411066951,,
bar,0.8925,0.7871000000000001,0.022694444444444444,flat_probe_argmax_online,False,3.0,2.0,,,,
whisker,0.8925,0.7871000000000001,,,,,,0.7836650250288141,0.790434974971186,,
bar,0.9163888888888889,0.8108000000000001,0.022694444444444444,flat_probe_argmax_online,False,5.0,2.0,,,,
whisker,0.9163888888888889,0.8108000000000001,,,,,,0.8082318186287657,0.8133681813712345,,
bar,0.9402777777777778,0.686,0.022694444444444444,flat_probe_argmax_online,True,1.0,2.0,,,,
whisker,0.9402777777777778,0.686,,,,,,0.680424258893305,0.6915757411066951,,
bar,0.9641666666666666,0.7869,0.022694444444444444,flat_probe_argmax_online,True,3.0,2.0,,,,
whisker,0.9641666666666666,0.7869,,,,,,0.7836189093954059,0.7901810906045942,,
bar,0.9880555555555556,0.8108000000000001,0.022694444444444444,flat_probe_argmax_online,True,5.0,2.0,,,,
whisker,0.9880555555555556,0.8108000000000001,,,,,,0.8082318186287657,0.8133681813712345,,
bar,1.0119444444444445,0.6364000000000001,0.022694444444444444,best_learned,False,1.0,2.0,,,,
whisker,1.0119444444444445,0.6364000000000001,,,,,,0.6250890416949855,0.6477109583050147,,
bar,1.0358333333333334,0.7656,0.022694444444444444,best_learned,False,3.0,2.0,,,,
whisker,1.0358333333333334,0.7656,,,,,,0.7595571897634001,0.7716428102365998,,
bar,1.0597222222222222,0.7976,0.022694444444444444,best_learned,False,5.0,2.0,,,,
whisker,1.0597222222222222,0.7976,,,,,,0.7940843208337506,0.8011156791662494,,
bar,1.083611111111111,0.6364000000000001,0.022694444444444444,best_learned,True,1.0,2.0,,,,
whisker,1.083611111111111,0.6364000000000001,,,,,,0.6250890416949855,0.6477109583050147,,
bar,1.1075,0.7656,0.022694444444444444,best_learned,True,3.0,2.0,,,,
whisker,1.1075,0.7656,,,,,,0.7595571897634001,0.7716428102365998,,
bar,1.131388888888889,0.7976,0.022694444444444444,best_learned,True,5.0,2.0,,,,
whisker,1.131388888888889,0.7976,,,,,,0.7940843208337506,0.8011156791662494,,
bar,1.1552777777777778,0.7038,0.022694444444444444,best_bandit,False,1.0,2.0,,,,
whisker,1.1552777777777778,0.7038,,,,,,0.697750573948253,0.709849426051747,,
bar,1.1791666666666667,0.7737,0.022694444444444444,best_bandit,False,3.0,2.0,,,,
whisker,1.1791666666666667,0.7737,,,,,,0.7702776875913759,0.7771223124086242,,
bar,1.2030555555555555,0.8019999999999999,0.022694444444444444,best_bandit,False,5.0,2.0,,,,
whisker,1.2030555555555555,0.8019999999999999,,,,,,0.7992031764048796,0.8047968235951203,,
bar,1.2269444444444444,0.6669,0.022694444444444444,best_bandit,True,1.0,2.0,,,,
whisker,1.2269444444444444,0.6669,,,,,,0.6534220756626088,0.6803779243373913,,
bar,1.2508333333333335,0.7636000000000001,0.022694444444444444,best_bandit,True,3.0,2.0,,,,
whisker,1.2508333333333335,0.7636000000000001,,,,,,0.7602427524501296,0.7669572475498705,,
bar,1.2747222222222223,0.804,0.022694444444444444,best_bandit,True,5.0,2.0,,,,
whisker,1.2747222222222223,0.804,,,,,,0.8008908736489705,0.8071091263510296,,
bar,1.2986111111111112,0.6154499999999999,0.022694444444444444,declared_argmax,False,,2.0,,,,
whisker,1.2986111111111112,0.6154499999999999,,,,,,0.6036454469932191,0.6272878863401141,,
bar,1.3225,0.5202000000000001,0.022694444444444444,declared_argmax,True,,2.0,,,,
whisker,1.3225,0.5202000000000001,,,,,,0.5057694767939621,0.5346305232060381,,
bar,1.3463888888888889,0.6315,0.022694444444444444,best_framework,False,,2.0,,,,
whisker,1.3463888888888889,0.6315,,,,,,0.6196450900935988,0.6433549099064011,,
bar,1.370277777777778,0.5598,0.022694444444444444,best_framework,True,,2.0,,,,
whisker,1.370277777777778,0.5598,,,,,,0.5496021788819594,0.5699978211180405,,
bar,1.3941666666666666,0.43215,0.022694444444444444,random,False,,2.0,,,,
whisker,1.3941666666666666,0.43215,,,,,,0.42732177317979575,0.436944893486871,,
bar,1.4180555555555556,0.43215,0.022694444444444444,random,True,,2.0,,,,
whisker,1.4180555555555556,0.43215,,,,,,0.4273080249667907,0.43699197503320936,,
oracle,0.54,0.8612,,,,,,,,1.46,
bar,1.5819444444444444,0.6677777777777778,0.022694444444444444,midian,False,1.0,2.0,,,,
whisker,1.5819444444444444,0.6677777777777778,,,,,,0.6555555555555556,0.68,,
bar,1.6058333333333334,0.8111111111111112,0.022694444444444444,midian,False,3.0,2.0,,,,
whisker,1.6058333333333334,0.8111111111111112,,,,,,0.7883130171903521,0.8339092050318704,,
bar,1.629722222222222,0.8355555555555556,0.022694444444444444,midian,False,5.0,2.0,,,,
whisker,1.629722222222222,0.8355555555555556,,,,,,0.8144444444444445,0.8566666666666667,,
bar,1.6536111111111111,0.6699999999999999,0.022694444444444444,midian,True,1.0,2.0,,,,
whisker,1.6536111111111111,0.6699999999999999,,,,,,0.6573802036759994,0.6826197963240005,,
bar,1.6775,0.81,0.022694444444444444,midian,True,3.0,2.0,,,,
whisker,1.6775,0.81,,,,,,0.788311976337841,0.8316880236621591,,
bar,1.7013888888888888,0.831111111111111,0.022694444444444444,midian,True,5.0,2.0,,,,
whisker,1.7013888888888888,0.831111111111111,,,,,,0.8155555555555555,0.8466666666666666,,
bar,1.7252777777777777,0.6677777777777778,0.022694444444444444,midian_wo_defenses,False,1.0,2.0,,,,
whisker,1.7252777777777777,0.6677777777777778,,,,,,0.6555555555555556,0.68,,
bar,1.7491666666666665,0.785,0.022694444444444444,midian_wo_defenses,False,3.0,2.0,,,,
whisker,1.7491666666666665,0.785,,,,,,0.763955366162476,0.8056742634671535,,
bar,1.7730555555555556,0.8088888888888889,0.022694444444444444,midian_wo_defenses,False,5.0,2.0,,,,
whisker,1.7730555555555556,0.8088888888888889,,,,,,0.7864180573153815,0.8313597204623963,,
bar,1.7969444444444445,0.6388888888888888,0.022694444444444444,midian_wo_defenses,True,1.0,2.0,,,,
whisker,1.7969444444444445,0.6388888888888888,,,,,,0.6225212001526041,0.6552565776251735,,
bar,1.8208333333333333,0.7522222222222222,0.022694444444444444,midian_wo_defenses,True,3.0,2.0,,,,
whisker,1.8208333333333333,0.7522222222222222,,,,,,0.7241790456352801,0.7802653988091643,,
bar,1.8447222222222222,0.7933333333333333,0.022694444444444444,midian_wo_defenses,True,5.0,2.0,,,,
whisker,1.8447222222222222,0.7933333333333333,,,,,,0.7681672185490975,0.8184994481175691,,
bar,1.868611111111111,0.6522222222222221,0.022694444444444444,flat_probe_argmax_online,False,1.0,2.0,,,,
whisker,1.868611111111111,0.6522222222222221,,,,,,0.6256715485658921,0.6787728958785522,,
bar,1.8925,0.7744444444444444,0.022694444444444444,flat_probe_argmax_online,False,3.0,2.0,,,,
whisker,1.8925,0.7744444444444444,,,,,,0.7413651656867754,0.8075237232021134,,
bar,1.916388888888889,0.8022222222222223,0.022694444444444444,flat_probe_argmax_online,False,5.0,2.0,,,,
whisker,1.916388888888889,0.8022222222222223,,,,,,0.7694303231925029,0.8350141212519416,,
bar,1.9402777777777778,0.6522222222222221,0.022694444444444444,flat_probe_argmax_online,True,1.0,2.0,,,,
whisker,1.9402777777777778,0.6522222222222221,,,,,,0.6256715485658921,0.6787728958785522,,
bar,1.9641666666666666,0.7744444444444444,0.022694444444444444,flat_probe_argmax_online,True,3.0,2.0,,,,
whisker,1.9641666666666666,0.7744444444444444,,,,,,0.741709066971875,0.8071798219170138,,
bar,1.9880555555555555,0.8022222222222223,0.022694444444444444,flat_probe_argmax_online,True,5.0,2.0,,,,
whisker,1.9880555555555555,0.8022222222222223,,,,,,0.7694303231925029,0.8350141212519416,,
bar,2.0119444444444445,0.5155555555555555,0.022694444444444444,best_learned,False,1.0,2.0,,,,
whisker,2.0119444444444445,0.5155555555555555,,,,,,0.47489739008104,0.556213721030071,,
bar,2.035833333333333,0.7455555555555554,0.022694444444444444,best_learned,False,3.0,2.0,,,,
whisker,2.035833333333333,0.7455555555555554,,,,,,0.726278498252336,0.7648326128587748,,
bar,2.0597222222222222,0.7611111111111111,0.022694444444444444,best_learned,False,5.0,2.0,,,,
whisker,2.0597222222222222,0.7611111111111111,,,,,,0.7348409101832513,0.7873813120389709,,
bar,2.0836111111111113,0.5155555555555555,0.022694444444444444,best_learned,True,1.0,2.0,,,,
whisker,2.0836111111111113,0.5155555555555555,,,,,,0.47489739008104,0.556213721030071,,
bar,2.1075,0.7455555555555554,0.022694444444444444,best_learned,True,3.0,2.0,,,,
whisker,2.1075,0.7455555555555554,,,,,,0.726278498252336,0.7648326128587748,,
bar,2.131388888888889,0.7622222222222222,0.022694444444444444,best_learned,True,5.0,2.0,,,,
whisker,2.131388888888889,0.7622222222222222,,,,,,0.736594305345176,0.7878501390992685,,
bar,2.1552777777777776,0.7200000000000001,0.022694444444444444,best_bandit,False,1.0,2.0,,,,
whisker,2.1552777777777776,0.7200000000000001,,,,,,0.7073802036759995,0.7326197963240006,,
bar,2.1791666666666667,0.7622222222222224,0.022694444444444444,best_bandit,False,3.0,2.0,,,,
whisker,2.1791666666666667,0.7622222222222224,,,,,,0.7427539828134054,0.7816904616310393,,
bar,2.2030555555555558,0.81,0.022694444444444444,best_bandit,False,5.0,2.0,,,,
whisker,2.2030555555555558,0.81,,,,,,0.7899076207555277,0.8300923792444724,,
bar,2.2269444444444444,0.7033333333333333,0.022694444444444444,best_bandit,True,1.0,2.0,,,,
whisker,2.2269444444444444,0.7033333333333333,,,,,,0.6755777866737849,0.7310888799928816,,
bar,2.2508333333333335,0.7833333333333333,0.022694444444444444,best_bandit,True,3.0,2.0,,,,
whisker,2.2508333333333335,0.7833333333333333,,,,,,0.7496133535433478,0.8170533131233189,,
bar,2.274722222222222,0.8177777777777777,0.022694444444444444,best_bandit,True,5.0,2.0,,,,
whisker,2.274722222222222,0.8177777777777777,,,,,,0.7916489421859891,0.8439066133695663,,
bar,2.298611111111111,0.6577777777777777,0.022694444444444444,declared_argmax,False,,2.0,,,,
whisker,2.298611111111111,0.6577777777777777,,,,,,0.6213984321250112,0.6941571234305441,,
bar,2.3225,0.5322222222222223,0.022694444444444444,declared_argmax,True,,2.0,,,,
whisker,2.3225,0.5322222222222223,,,,,,0.49229945728172964,0.5721449871627149,,
bar,2.346388888888889,0.62,0.022694444444444444,best_framework,False,,2.0,,,,
whisker,2.346388888888889,0.62,,,,,,0.6149082492278268,0.6250917507721732,,
bar,2.370277777777778,0.6233333333333332,0.022694444444444444,best_framework,True,,2.0,,,,
whisker,2.370277777777778,0.6233333333333332,,,,,,0.611627051385719,0.6350396152809473,,
bar,2.3941666666666666,0.4166666666666667,0.022694444444444444,random,False,,2.0,,,,
whisker,2.3941666666666666,0.4166666666666667,,,,,,0.3912079128058009,0.44212542052753245,,
bar,2.4180555555555556,0.4166666666666667,0.022694444444444444,random,True,,2.0,,,,
whisker,2.4180555555555556,0.4166666666666667,,,,,,0.3912079128058009,0.44212542052753245,,
oracle,1.54,0.8588888888888889,,,,,,,,2.46,
bar,2.5819444444444444,0.64,0.022694444444444444,midian,False,1.0,2.0,,,,
whisker,2.5819444444444444,0.64,,,,,,0.6111324865405188,0.6688675134594813,,
bar,2.6058333333333334,0.8355555555555556,0.022694444444444444,midian,False,3.0,2.0,,,,
whisker,2.6058333333333334,0.8355555555555556,,,,,,0.8224911377596613,0.8486199733514499,,
bar,2.629722222222222,0.8533333333333334,0.022694444444444444,midian,False,5.0,2.0,,,,
whisker,2.629722222222222,0.8533333333333334,,,,,,0.8356949912595695,0.8709716754070973,,
bar,2.653611111111111,0.6177777777777778,0.022694444444444444,midian,True,1.0,2.0,,,,
whisker,2.653611111111111,0.6177777777777778,,,,,,0.5948178018669201,0.6407377536886354,,
bar,2.6775,0.8277777777777778,0.022694444444444444,midian,True,3.0,2.0,,,,
whisker,2.6775,0.8277777777777778,,,,,,0.8204917349729979,0.8350638205825578,,
bar,2.701388888888889,0.8522222222222222,0.022694444444444444,midian,True,5.0,2.0,,,,
whisker,2.701388888888889,0.8522222222222222,,,,,,0.8354080600550872,0.8690363843893573,,
bar,2.725277777777778,0.64,0.022694444444444444,midian_wo_defenses,False,1.0,2.0,,,,
whisker,2.725277777777778,0.64,,,,,,0.6111324865405188,0.6688675134594813,,
bar,2.7491666666666665,0.7522222222222222,0.022694444444444444,midian_wo_defenses,False,3.0,2.0,,,,
whisker,2.7491666666666665,0.7522222222222222,,,,,,0.7300834901720319,0.7743609542724126,,
bar,2.7730555555555556,0.7922222222222222,0.022694444444444444,midian_wo_defenses,False,5.0,2.0,,,,
whisker,2.7730555555555556,0.7922222222222222,,,,,,0.7700834901720318,0.8143609542724125,,
bar,2.7969444444444442,0.56,0.022694444444444444,midian_wo_defenses,True,1.0,2.0,,,,
whisker,2.7969444444444442,0.56,,,,,,0.48656572603618536,0.6334342739638148,,
bar,2.8208333333333333,0.7055555555555556,0.022694444444444444,midian_wo_defenses,True,3.0,2.0,,,,
whisker,2.8208333333333333,0.7055555555555556,,,,,,0.6847982870085896,0.7263128241025216,,
bar,2.8447222222222224,0.7566666666666665,0.022694444444444444,midian_wo_defenses,True,5.0,2.0,,,,
whisker,2.8447222222222224,0.7566666666666665,,,,,,0.7440468703426659,0.769286462990667,,
bar,2.868611111111111,0.6622222222222223,0.022694444444444444,flat_probe_argmax_online,False,1.0,2.0,,,,
whisker,2.868611111111111,0.6622222222222223,,,,,,0.619520269220943,0.7049241752235015,,
bar,2.8925,0.7488888888888888,0.022694444444444444,flat_probe_argmax_online,False,3.0,2.0,,,,
whisker,2.8925,0.7488888888888888,,,,,,0.7184395786532339,0.7793381991245437,,
bar,2.9163888888888887,0.7855555555555557,0.022694444444444444,flat_probe_argmax_online,False,5.0,2.0,,,,
whisker,2.9163888888888887,0.7855555555555557,,,,,,0.758521055420897,0.8125900556902144,,
bar,2.9402777777777778,0.6622222222222223,0.022694444444444444,flat_probe_argmax_online,True,1.0,2.0,,,,
whisker,2.9402777777777778,0.6622222222222223,,,,,,0.619520269220943,0.7049241752235015,,
bar,2.964166666666667,0.7488888888888888,0.022694444444444444,flat_probe_argmax_online,True,3.0,2.0,,,,
whisker,2.964166666666667,0.7488888888888888,,,,,,0.7184395786532339,0.7793381991245437,,
bar,2.9880555555555555,0.7855555555555557,0.022694444444444444,flat_probe_argmax_online,True,5.0,2.0,,,,
whisker,2.9880555555555555,0.7855555555555557,,,,,,0.758521055420897,0.8125900556902144,,
bar,3.0119444444444445,0.6044444444444443,0.022694444444444444,best_learned,False,1.0,2.0,,,,
whisker,3.0119444444444445,0.6044444444444443,,,,,,0.5859518700254518,0.6229370188634369,,
bar,3.035833333333333,0.7411111111111112,0.022694444444444444,best_learned,False,3.0,2.0,,,,
whisker,3.035833333333333,0.7411111111111112,,,,,,0.721738226917597,0.7604839953046253,,
bar,3.0597222222222222,0.7511111111111112,0.022694444444444444,best_learned,False,5.0,2.0,,,,
whisker,3.0597222222222222,0.7511111111111112,,,,,,0.7405117866509229,0.7617104355712995,,
bar,3.0836111111111113,0.6477777777777777,0.022694444444444444,best_learned,True,1.0,2.0,,,,
whisker,3.0836111111111113,0.6477777777777777,,,,,,0.5981744126987782,0.6973811428567771,,
bar,3.1075,0.7411111111111112,0.022694444444444444,best_learned,True,3.0,2.0,,,,
whisker,3.1075,0.7411111111111112,,,,,,0.721738226917597,0.7604839953046253,,
bar,3.131388888888889,0.7555555555555555,0.022694444444444444,best_learned,True,5.0,2.0,,,,
whisker,3.131388888888889,0.7555555555555555,,,,,,0.7442790093721198,0.7668321017389913,,
bar,3.1552777777777776,0.6655555555555556,0.022694444444444444,best_bandit,False,1.0,2.0,,,,
whisker,3.1552777777777776,0.6655555555555556,,,,,,0.6434168235053652,0.6876942876057459,,
bar,3.1791666666666667,0.7544444444444446,0.022694444444444444,best_bandit,False,3.0,2.0,,,,
whisker,3.1791666666666667,0.7544444444444446,,,,,,0.7321390445556838,0.7767498443332054,,
bar,3.2030555555555558,0.8055555555555557,0.022694444444444444,best_bandit,False,5.0,2.0,,,,
whisker,3.2030555555555558,0.8055555555555557,,,,,,0.7777111909196853,0.8333999201914261,,
bar,3.2269444444444444,0.7077777777777778,0.022694444444444444,best_bandit,True,1.0,2.0,,,,
whisker,3.2269444444444444,0.7077777777777778,,,,,,0.6754981354525913,0.7400574201029644,,
bar,3.2508333333333335,0.7777777777777777,0.022694444444444444,best_bandit,True,3.0,2.0,,,,
whisker,3.2508333333333335,0.7777777777777777,,,,,,0.7556390457275873,0.799916509827968,,
bar,3.274722222222222,0.8022222222222223,0.022694444444444444,best_bandit,True,5.0,2.0,,,,
whisker,3.274722222222222,0.8022222222222223,,,,,,0.7715306059623709,0.8329138384820737,,
bar,3.298611111111111,0.6222222222222222,0.022694444444444444,declared_argmax,False,,2.0,,,,
whisker,3.298611111111111,0.6222222222222222,,,,,,0.596594305345176,0.6478501390992685,,
bar,3.3225,0.5777777777777778,0.022694444444444444,declared_argmax,True,,2.0,,,,
whisker,3.3225,0.5777777777777778,,,,,,0.5575628828903776,0.5979926726651781,,
bar,3.346388888888889,0.6166666666666667,0.022694444444444444,best_framework,False,,2.0,,,,
whisker,3.346388888888889,0.6166666666666667,,,,,,0.5981074521238999,0.6352258812094335,,
bar,3.370277777777778,0.6088888888888889,0.022694444444444444,best_framework,True,,2.0,,,,
whisker,3.370277777777778,0.6088888888888889,,,,,,0.5960749304503659,0.621702847327412,,
bar,3.3941666666666666,0.4422222222222222,0.022694444444444444,random,False,,2.0,,,,
whisker,3.3941666666666666,0.4422222222222222,,,,,,0.42619754988682673,0.45824689455761775,,
bar,3.4180555555555556,0.4422222222222222,0.022694444444444444,random,True,,2.0,,,,
whisker,3.4180555555555556,0.4422222222222222,,,,,,0.42619754988682673,0.45824689455761775,,
oracle,2.54,0.8622222222222221,,,,,,,,3.46,
tick,0.0,,,,,,,,,,$n = 10^{2}$
tick,1.0,,,,,,,,,,$10^{3}$
tick,2.0,,,,,,,,,,$10^{4}$
tick,3.0,,,,,,,,,,$10^{5}$
legend,,,,oracle,,,,,,,
legend,,,,midian,,,,,,,
legend,,,,midian_wo_defenses,,,,,,,
legend,,,,flat_probe_argmax_online,,,,,,,
legend,,,,best_learned,,,,,,,
legend,,,,best_bandit,,,,,,,
legend,,,,declared_argmax,,,,,,,
legend,,,,best_framework,,,,,,,
legend,,,,random,,,,,,,
